run_accession	bam_ftp	base_count	broker_name	experiment_accession	experiment_alias	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_public	instrument_model	last_updated	library_layout	library_selection	library_source	nominal_length	nominal_sdev	bam_bytes	run_alias	sample_accession	sample_alias	sample_title	scientific_name	secondary_sample_accession	secondary_study_accession	sra_bytes	sra_ftp	sra_md5	study_accession	study_title	submission_accession	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_md5	tax_id
SRR8358005		854319300		SRX5168444	272	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8358005/SRR8358005.fastq.gz	463939783	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8358005/SRR8358005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8358005/SRR8358005.fastq.gz	9dc606b3bb1fd2b4984275a193c01e16	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WLMBGX2_n01_25_50_1.fastq.gz	SAMN10618579	25percent_Water_5mM_Nitrogen_Rep_1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176107	SRP174002	307564160	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/005/SRR8358005	9f76d19cd392975b8ee7cdb51bbae3ea	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357938		1188455550		SRX5168511	343	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8357938/SRR8357938.fastq.gz	610685055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8357938/SRR8357938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8357938/SRR8357938.fastq.gz	03625c29b2ab488504965471b53a7147	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HJJ75BGX5_n01_40-3s.fastq.gz	SAMN10618650	40-3s_year_2	Plant sample from Oryza sativa Indica Group	Oryza sativa Indica Group	SRS4176174	SRP174002	414849952	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/008/SRR8357938	ebe8d1e28993e8cb53be0ae06a40f107	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39946
SRR8358030		1134021900		SRX5168831	187	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8358030/SRR8358030.fastq.gz	624992345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8358030/SRR8358030.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8358030/SRR8358030.fastq.gz	21ecf784d974d207433c80fb16f795fb	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGVJGBGX2_n01_9w-16_dr.fastq.gz	SAMN10618494	9w-16	Plant sample from Oryza sativa	Oryza sativa	SRS4176494	SRP174002	441134310	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/000/SRR8358030	427f43a0c0d1eff795d3d9d59328f5f3	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358007		655120275		SRX5168442	179	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8358007/SRR8358007.fastq.gz	322015899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8358007/SRR8358007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8358007/SRR8358007.fastq.gz	3543119ad0d9307a0322afdbf63773e4	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HHM3YBGX2_n01_jes_9w-8.fastq.gz	SAMN10618486	9w-08	Plant sample from Oryza sativa	Oryza sativa	SRS4176105	SRP174002	220766724	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8358007	f7313bb23e67d4dbbe460a3fcc1b1116	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358033		819769950		SRX5168828	190	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8358033/SRR8358033.fastq.gz	392331702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8358033/SRR8358033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8358033/SRR8358033.fastq.gz	5eb96d0b3ed4e5e2507fc20817d298ca	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HHM3YBGX2_n01_jes_9w-19.fastq.gz	SAMN10618497	9w-19	Plant sample from Oryza sativa Indica Group	Oryza sativa Indica Group	SRS4176491	SRP174002	271598341	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/003/SRR8358033	f84e56d9e921dc707b24eff5eb589e33	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39946
SRR8358037		951190851		SRX5168824	358	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8358037/SRR8358037.fastq.gz	646518616	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8358037/SRR8358037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8358037/SRR8358037.fastq.gz	fe1f6ee1a19595cafb7b4b2a30eef5a5	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l06n01 n_15_2.34100000034fd9.fastq.gz	SAMN10618665	15min_root_N_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176488	SRP174002	425290479	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8358037	eb3950be6cdd03ea1a1cf3340597d1bd	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357939		816619200		SRX5168510	344	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357939/SRR8357939.fastq.gz	407771562	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357939/SRR8357939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357939/SRR8357939.fastq.gz	abcad66a0fc51fe6c3e38c000ef36216	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HJJ75BGX5_n01_43-3w.fastq.gz	SAMN10618651	43-3w_year_2	Plant sample from Oryza sativa	Oryza sativa	SRS4176173	SRP174002	284013274	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357939	575df5367810a568c78e60362635e453	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358008		1658336264		SRX5168441	275	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8358008/SRR8358008.fastq.gz	902722803	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8358008/SRR8358008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8358008/SRR8358008.fastq.gz	cdbf616168b47a4dc9861b2470335862	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HKNHCBGXY_n01_timecourse_shoot_15k2.fastq.gz	SAMN10618582	15min_leaf_KCl_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176104	SRP174002	592877147	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/008/SRR8358008	2dc1c3dc6cfb57763a1e66a5c0cbd195	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8358038		955335927		SRX5168823	357	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8358038/SRR8358038.fastq.gz	650239339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8358038/SRR8358038.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8358038/SRR8358038.fastq.gz	90cda7dc0649e149c02c5f62d4e40e67	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l06n01 n_15_1.34100000034f96.fastq.gz	SAMN10618664	15min_root_N_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176486	SRP174002	428150374	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/008/SRR8358038	9968fc5f3e8cfcc034dba27a06e49e4b	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357942		2744069925		SRX5168507	219	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8357942/SRR8357942.fastq.gz	1564367293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357942/SRR8357942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357942/SRR8357942.fastq.gz	54251d4ccae6e3c1dc5bec77b86965b2	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_9w-51_dr.fastq.gz	SAMN10618526	9w-51	Plant sample from Oryza sativa	Oryza sativa	SRS4176170	SRP174002	1098449705	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8357942	ac4c4d6acef7cb4acb10cd248e5115f1	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358039		1115250296		SRX5168822	299	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8358039/SRR8358039.fastq.gz	599317913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8358039/SRR8358039.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8358039/SRR8358039.fastq.gz	f83b6b5603f16ef5ee4dd2402690026f	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7VKBGXY_n01_timecourse_shoot_120n2.fastq.gz	SAMN10618606	120min_leaf_N_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176484	SRP174002	393490868	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8358039	05b9c9011fa1bdf4473d5baaab509fa3	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357944		634331925		SRX5168505	350	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8357944/SRR8357944.fastq.gz	326306892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357944/SRR8357944.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357944/SRR8357944.fastq.gz	fb4a684d442b738ec745fad748d1c26b	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HJJ75BGX5_n01_4-4w.fastq.gz	SAMN10618657	4-4w_year_2	Plant sample from Oryza sativa	Oryza sativa	SRS4176168	SRP174002	223197638	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/004/SRR8357944	ef4a4593af23691aeaa33eee1f809115	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358010		758876625		SRX5168439	176	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8358010/SRR8358010.fastq.gz	352981574	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8358010/SRR8358010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8358010/SRR8358010.fastq.gz	f6d3a6d391997f90a59ce0f64657f1cd	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HHM3YBGX2_n01_jes_9w-5.fastq.gz	SAMN10618483	9w-05	Plant sample from Oryza sativa	Oryza sativa	SRS4176102	SRP174002	251062779	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/000/SRR8358010	f21595932dfd6212137bcd06de479077	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358041		1509381300		SRX5168820	354	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8358041/SRR8358041.fastq.gz	740700246	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8358041/SRR8358041.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8358041/SRR8358041.fastq.gz	a365dc3c7576adfc6c0619cd22dead83	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HJJ75BGX5_n01_43-4w.fastq.gz	SAMN10618661	43-4w_year_2	Plant sample from Oryza sativa	Oryza sativa	SRS4176482	SRP174002	524380928	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8358041	d6adb801ff31ed4a97a0c1230246adb9	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357947		1272659625		SRX5168502	227	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357947/SRR8357947.fastq.gz	730348135	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357947/SRR8357947.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357947/SRR8357947.fastq.gz	167c4b72a82487d38ed414c83a13d48c	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_9w-59_dr.fastq.gz	SAMN10618534	9w-59	Plant sample from Oryza sativa	Oryza sativa	SRS4176165	SRP174002	510260519	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357947	f0e579fe10486096ae0393dffe465078	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358042		1050991125		SRX5168819	353	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8358042/SRR8358042.fastq.gz	542027170	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8358042/SRR8358042.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8358042/SRR8358042.fastq.gz	70e96c66535938be2dd93273de117a1e	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HJJ75BGX5_n01_40-4s.fastq.gz	SAMN10618660	40-4s_year_2	Plant sample from Oryza sativa Indica Group	Oryza sativa Indica Group	SRS4176483	SRP174002	367872062	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8358042	e08d86baab07123a1ae64264c0202ba1	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39946
SRR8358017		639033375		SRX5168432	173	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8358017/SRR8358017.fastq.gz	300623536	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8358017/SRR8358017.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8358017/SRR8358017.fastq.gz	52e9e60a7b57fdbcde427181a0b90f12	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HBGX2_n01_9w-2.fastq.gz	SAMN10618480	9w-02	Plant sample from Oryza sativa	Oryza sativa	SRS4176095	SRP174002	210219673	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8358017	37335f9f2366d5a51a597ea6fe7c7e4a	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358043		971623520		SRX5168818	295	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8358043/SRR8358043.fastq.gz	524784438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8358043/SRR8358043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8358043/SRR8358043.fastq.gz	25f2de27bd473124d520842d27e2eb9f	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7VKBGXY_n01_timecourse_shoot_120k1.fastq.gz	SAMN10618602	120min_leaf_KCl_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176481	SRP174002	344919259	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/003/SRR8358043	35d3a5b4e1458e5fc5cc7be75feb2c86	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357949		602298825		SRX5168500	39	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357949/SRR8357949.fastq.gz	348264900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357949/SRR8357949.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357949/SRR8357949.fastq.gz	92a239f8a697d4ac352d7c4cf85fe92b	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_4s-41_dr.fastq.gz	SAMN10618346	4s-41	Plant sample from Oryza sativa	Oryza sativa	SRS4176163	SRP174002	247612420	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357949	333b5edeb9efc5bc6dcf375a7833718a	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358048		1004603457		SRX5168813	359	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8358048/SRR8358048.fastq.gz	685679254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8358048/SRR8358048.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8358048/SRR8358048.fastq.gz	22b8ec8f84c497499af8801f984205eb	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l06n01 n_15_3.3410000003501b.fastq.gz	SAMN10618666	15min_root_N_Rep3	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176475	SRP174002	451296233	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/008/SRR8358048	7e3c6272e859d1afa981ba3845a85469	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8358020		1954358772		SRX5168429	329	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8358020/SRR8358020.fastq.gz	1023295586	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8358020/SRR8358020.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8358020/SRR8358020.fastq.gz	7e5ca45b4863b2d7f166fc578c2c5bcf	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7Y3BGXY_n01_timecourse_shoot_5n1.fastq.gz	SAMN10618636	5min_leaf_N_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176092	SRP174002	668691015	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/000/SRR8358020	fc75ffdc396454ddb2a9cf420ae36403	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8358022		1524520784		SRX5168838	312	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8358022/SRR8358022.fastq.gz	817825346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8358022/SRR8358022.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8358022/SRR8358022.fastq.gz	6bf3283b40ea71fb79158dd43efe701f	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7VKBGXY_n01_timecourse_shoot_90k3.fastq.gz	SAMN10618619	90min_leaf_KCl_Rep3	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176501	SRP174002	535847010	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8358022	10c1c135e88b2f0b5e897d3deab86c2a	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8358052		974592225		SRX5168809	99	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8358052/SRR8358052.fastq.gz	544931501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8358052/SRR8358052.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8358052/SRR8358052.fastq.gz	b28ddf68a59a7ef717847951464ab185	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYJKMBGXY_n01_4w-45.fastq.gz	SAMN10618406	4w-45	Plant sample from Oryza sativa	Oryza sativa	SRS4176472	SRP174002	370258167	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8358052	0447c89fbda8c23377cd30a03e820ddc	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357951		1065626475		SRX5168498	33	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357951/SRR8357951.fastq.gz	603304313	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357951/SRR8357951.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357951/SRR8357951.fastq.gz	308c73e5b3057bdbe57273ccb15e1b75	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYMN3BGXY_n01_4s-34.fastq.gz	SAMN10618340	4s-34	Plant sample from Oryza sativa	Oryza sativa	SRS4176161	SRP174002	414225082	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357951	1ca5b11ea13b230f0f550b0868c50e97	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358058		800631825		SRX5168803	95	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8358058/SRR8358058.fastq.gz	454080354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8358058/SRR8358058.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8358058/SRR8358058.fastq.gz	c5d206d77d642d1d395172d8dc96f2ca	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_4w-40_dr.fastq.gz	SAMN10618402	4w-40	Plant sample from Oryza sativa	Oryza sativa	SRS4176466	SRP174002	321589922	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/008/SRR8358058	24dd10f88f9bcbf64e0330c5bfa44d0a	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358027		1133652525		SRX5168834	184	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8358027/SRR8358027.fastq.gz	642026491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8358027/SRR8358027.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8358027/SRR8358027.fastq.gz	8becb8e32858e5943739158abc45aac2	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYMN3BGXY_n01_9w-13.fastq.gz	SAMN10618491	9w-13	Plant sample from Oryza sativa	Oryza sativa	SRS4176498	SRP174002	439482508	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8358027	00681c366f95a2b971ff833907cfc034	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357953		1104333600		SRX5168496	31	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8357953/SRR8357953.fastq.gz	620739880	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357953/SRR8357953.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357953/SRR8357953.fastq.gz	334ce6748033c647a1762a00fed57a3a	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYMN3BGXY_n01_4s-32.fastq.gz	SAMN10618338	4s-32	Plant sample from Oryza sativa Indica Group	Oryza sativa Indica Group	SRS4176159	SRP174002	432068009	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/003/SRR8357953	40594f0fd630c0456132bb1e28a3d551	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39946
SRR8358059		817776150		SRX5168802	98	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8358059/SRR8358059.fastq.gz	445599865	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8358059/SRR8358059.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8358059/SRR8358059.fastq.gz	c4b4c5f208364fee654768dcfd1b7796	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYJKMBGXY_n01_4w-44.fastq.gz	SAMN10618405	4w-44	Plant sample from Oryza sativa	Oryza sativa	SRS4176465	SRP174002	308818709	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8358059	ffd7354b3117399ffb3d78c4b7025f8d	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357957		1144863000		SRX5168492	35	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357957/SRR8357957.fastq.gz	637638000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357957/SRR8357957.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357957/SRR8357957.fastq.gz	574fb352418299e684265ab740e2ce16	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGVJGBGX2_n01_4s-36_dr.fastq.gz	SAMN10618342	4s-36	Plant sample from Oryza sativa	Oryza sativa	SRS4176155	SRP174002	453480271	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357957	49db21f5e4b247abd63d4907cce5eda3	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8358032		1184906625		SRX5168829	189	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8358032/SRR8358032.fastq.gz	659124605	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8358032/SRR8358032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8358032/SRR8358032.fastq.gz	ead48609c2abfc6b01771aaf7aed38dc	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYMN3BGXY_n01_9w-18.fastq.gz	SAMN10618496	9w-18	Plant sample from Oryza sativa Indica Group	Oryza sativa Indica Group	SRS4176492	SRP174002	459726563	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8358032	5ecc0123430005f237ab386ed794af86	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39946
