gene,chr,start,end,strand,attributes
534M_021.1231,chr8,27156815,27157297,+,"{'ID': '534M_021.1231', 'Name': '534M_021.1231'}"
534M_021.1232,chr8,27162332,27166253,+,"{'ID': '534M_021.1232', 'Name': '534M_021.1232'}"
534M_021.1233,chr8,27168745,27170655,-,"{'ID': '534M_021.1233', 'Name': '534M_021.1233'}"
534M_021.1234,chr8,27177599,27180889,-,"{'ID': '534M_021.1234', 'Name': '534M_021.1234'}"
534M_021.1235,chr8,27184646,27191961,+,"{'ID': '534M_021.1235', 'Name': '534M_021.1235'}"
534M_021.1236,chr8,27208065,27208958,-,"{'ID': '534M_021.1236', 'Name': '534M_021.1236'}"
534M_021.1237,chr8,27211578,27212525,+,"{'ID': '534M_021.1237', 'Name': '534M_021.1237'}"
534M_021.1238,chr8,27214053,27215043,+,"{'ID': '534M_021.1238', 'Name': '534M_021.1238'}"
534M_021.1239,chr8,27215080,27215935,+,"{'ID': '534M_021.1239', 'Name': '534M_021.1239'}"
534M_021.1240,chr8,27219072,27220598,-,"{'ID': '534M_021.1240', 'Name': '534M_021.1240'}"
534M_021.1241,chr8,27221911,27223562,+,"{'ID': '534M_021.1241', 'Name': '534M_021.1241'}"
534M_021.1242,chr8,27227498,27227830,-,"{'ID': '534M_021.1242', 'Name': '534M_021.1242'}"
534M_021.1243,chr8,27227927,27228403,-,"{'ID': '534M_021.1243', 'Name': '534M_021.1243'}"
534M_021.1244,chr8,27248701,27252908,-,"{'ID': '534M_021.1244', 'Name': '534M_021.1244'}"
534M_021.1245,chr8,27267315,27271952,+,"{'ID': '534M_021.1245', 'Name': '534M_021.1245'}"
534M_021.1246,chr8,27280130,27293154,+,"{'ID': '534M_021.1246', 'Name': '534M_021.1246'}"
534M_021.1247,chr8,27294443,27297047,-,"{'ID': '534M_021.1247', 'Name': '534M_021.1247'}"
534M_021.1248,chr8,27298065,27301998,-,"{'ID': '534M_021.1248', 'Name': '534M_021.1248'}"
534M_021.1249,chr8,27302855,27305762,+,"{'ID': '534M_021.1249', 'Name': '534M_021.1249'}"
534M_021.1250,chr8,27306216,27307397,-,"{'ID': '534M_021.1250', 'Name': '534M_021.1250'}"
534M_021.1251,chr8,27308411,27313518,-,"{'ID': '534M_021.1251', 'Name': '534M_021.1251'}"
534M_021.1252,chr8,27317652,27319052,-,"{'ID': '534M_021.1252', 'Name': '534M_021.1252'}"
534M_021.1253,chr8,27320346,27326599,-,"{'ID': '534M_021.1253', 'Name': '534M_021.1253'}"
534M_021.1254,chr8,27337385,27338089,-,"{'ID': '534M_021.1254', 'Name': '534M_021.1254'}"
534M_021.1255,chr8,27339100,27340098,-,"{'ID': '534M_021.1255', 'Name': '534M_021.1255'}"
534M_021.1256,chr8,27340340,27342306,+,"{'ID': '534M_021.1256', 'Name': '534M_021.1256'}"
534M_021.1257,chr8,27342816,27349647,-,"{'ID': '534M_021.1257', 'Name': '534M_021.1257'}"
534M_021.1258,chr8,27358324,27359137,+,"{'ID': '534M_021.1258', 'Name': '534M_021.1258'}"
534M_021.1259,chr8,27362427,27362864,-,"{'ID': '534M_021.1259', 'Name': '534M_021.1259'}"
534M_021.1260,chr8,27363605,27366323,-,"{'ID': '534M_021.1260', 'Name': '534M_021.1260'}"
534M_021.1261,chr8,27367119,27368612,-,"{'ID': '534M_021.1261', 'Name': '534M_021.1261'}"
534M_021.1262,chr8,27369719,27374261,+,"{'ID': '534M_021.1262', 'Name': '534M_021.1262'}"
534M_021.1263,chr8,27377942,27378511,+,"{'ID': '534M_021.1263', 'Name': '534M_021.1263'}"
534M_021.1264,chr8,27380756,27382274,-,"{'ID': '534M_021.1264', 'Name': '534M_021.1264'}"
534M_021.1265,chr8,27383765,27384031,+,"{'ID': '534M_021.1265', 'Name': '534M_021.1265'}"
534M_021.1266,chr8,27386540,27390078,-,"{'ID': '534M_021.1266', 'Name': '534M_021.1266'}"
534M_021.1267,chr8,27397406,27397636,+,"{'ID': '534M_021.1267', 'Name': '534M_021.1267'}"
534M_021.1268,chr8,27398609,27401311,-,"{'ID': '534M_021.1268', 'Name': '534M_021.1268'}"
534M_021.1269,chr8,27402165,27403784,-,"{'ID': '534M_021.1269', 'Name': '534M_021.1269'}"
534M_021.1270,chr8,27406136,27409948,+,"{'ID': '534M_021.1270', 'Name': '534M_021.1270'}"
534M_021.1271,chr8,27410613,27411653,-,"{'ID': '534M_021.1271', 'Name': '534M_021.1271'}"
534M_021.1272,chr8,27413836,27415314,-,"{'ID': '534M_021.1272', 'Name': '534M_021.1272'}"
534M_021.1273,chr8,27419287,27420144,-,"{'ID': '534M_021.1273', 'Name': '534M_021.1273'}"
534M_021.1274,chr8,27420978,27421967,-,"{'ID': '534M_021.1274', 'Name': '534M_021.1274'}"
534M_021.1275,chr8,27425616,27426701,-,"{'ID': '534M_021.1275', 'Name': '534M_021.1275'}"
534M_021.1276,chr8,27428227,27428953,-,"{'ID': '534M_021.1276', 'Name': '534M_021.1276'}"
534M_021.1277,chr8,27430121,27431598,+,"{'ID': '534M_021.1277', 'Name': '534M_021.1277'}"
534M_021.1278,chr8,27433615,27433893,-,"{'ID': '534M_021.1278', 'Name': '534M_021.1278'}"
534M_021.1279,chr8,27436165,27436437,-,"{'ID': '534M_021.1279', 'Name': '534M_021.1279'}"
534M_021.1280,chr8,27437210,27438124,-,"{'ID': '534M_021.1280', 'Name': '534M_021.1280'}"
534M_021.1281,chr8,27443262,27444170,-,"{'ID': '534M_021.1281', 'Name': '534M_021.1281'}"
534M_021.1282,chr8,27445961,27446380,-,"{'ID': '534M_021.1282', 'Name': '534M_021.1282'}"
534M_021.1283,chr8,27447892,27449489,-,"{'ID': '534M_021.1283', 'Name': '534M_021.1283'}"
534M_021.1284,chr8,27452231,27452937,-,"{'ID': '534M_021.1284', 'Name': '534M_021.1284'}"
534M_021.1285,chr8,27469118,27470167,-,"{'ID': '534M_021.1285', 'Name': '534M_021.1285'}"
534M_021.1286,chr8,27471834,27474229,-,"{'ID': '534M_021.1286', 'Name': '534M_021.1286'}"
534M_021.1287,chr8,27482153,27490009,+,"{'ID': '534M_021.1287', 'Name': '534M_021.1287'}"
534M_021.1288,chr8,27492008,27494437,-,"{'ID': '534M_021.1288', 'Name': '534M_021.1288'}"
534M_021.1289,chr8,27499666,27499992,-,"{'ID': '534M_021.1289', 'Name': '534M_021.1289'}"
534M_021.1290,chr8,27506201,27506992,+,"{'ID': '534M_021.1290', 'Name': '534M_021.1290'}"
534M_021.1291,chr8,27510616,27512204,+,"{'ID': '534M_021.1291', 'Name': '534M_021.1291'}"
534M_021.1292,chr8,27515876,27516111,-,"{'ID': '534M_021.1292', 'Name': '534M_021.1292'}"
534M_021.1293,chr8,27522548,27524516,+,"{'ID': '534M_021.1293', 'Name': '534M_021.1293'}"
534M_021.1294,chr8,27537874,27542972,-,"{'ID': '534M_021.1294', 'Name': '534M_021.1294'}"
534M_021.1295,chr8,27544196,27545480,+,"{'ID': '534M_021.1295', 'Name': '534M_021.1295'}"
534M_021.1296,chr8,27546563,27547557,-,"{'ID': '534M_021.1296', 'Name': '534M_021.1296'}"
534M_021.1297,chr8,27552337,27552738,+,"{'ID': '534M_021.1297', 'Name': '534M_021.1297'}"
534M_021.1298,chr8,27553911,27555308,+,"{'ID': '534M_021.1298', 'Name': '534M_021.1298'}"
534M_021.1299,chr8,27558523,27562646,+,"{'ID': '534M_021.1299', 'Name': '534M_021.1299'}"
534M_021.1300,chr8,27563142,27567672,-,"{'ID': '534M_021.1300', 'Name': '534M_021.1300'}"
534M_021.1301,chr8,27569880,27572213,-,"{'ID': '534M_021.1301', 'Name': '534M_021.1301'}"
534M_021.1302,chr8,27573051,27575900,-,"{'ID': '534M_021.1302', 'Name': '534M_021.1302'}"
534M_021.1303,chr8,27583772,27585208,-,"{'ID': '534M_021.1303', 'Name': '534M_021.1303'}"
534M_021.1304,chr8,27590213,27592287,-,"{'ID': '534M_021.1304', 'Name': '534M_021.1304'}"
534M_021.1305,chr8,27593837,27594414,+,"{'ID': '534M_021.1305', 'Name': '534M_021.1305'}"
534M_021.1306,chr8,27595822,27602905,+,"{'ID': '534M_021.1306', 'Name': '534M_021.1306'}"
534M_021.1307,chr8,27609555,27615471,-,"{'ID': '534M_021.1307', 'Name': '534M_021.1307'}"
534M_021.1308,chr8,27625768,27628691,+,"{'ID': '534M_021.1308', 'Name': '534M_021.1308'}"
534M_021.1309,chr8,27630655,27631038,+,"{'ID': '534M_021.1309', 'Name': '534M_021.1309'}"
534M_021.1310,chr8,27633349,27633721,+,"{'ID': '534M_021.1310', 'Name': '534M_021.1310'}"
534M_021.1311,chr8,27633988,27639983,+,"{'ID': '534M_021.1311', 'Name': '534M_021.1311'}"
534M_021.1312,chr8,27645614,27650163,+,"{'ID': '534M_021.1312', 'Name': '534M_021.1312'}"
534M_021.1313,chr8,27662963,27663754,-,"{'ID': '534M_021.1313', 'Name': '534M_021.1313'}"
534M_021.1314,chr8,27672971,27676873,-,"{'ID': '534M_021.1314', 'Name': '534M_021.1314'}"
534M_021.1315,chr8,27679224,27682882,-,"{'ID': '534M_021.1315', 'Name': '534M_021.1315'}"
534M_021.1316,chr8,27684835,27689121,-,"{'ID': '534M_021.1316', 'Name': '534M_021.1316'}"
534M_021.1317,chr8,27691270,27695538,-,"{'ID': '534M_021.1317', 'Name': '534M_021.1317'}"
534M_021.1318,chr8,27700319,27703774,+,"{'ID': '534M_021.1318', 'Name': '534M_021.1318'}"
534M_021.1319,chr8,27704881,27706719,-,"{'ID': '534M_021.1319', 'Name': '534M_021.1319'}"
534M_021.1320,chr8,27707872,27712228,-,"{'ID': '534M_021.1320', 'Name': '534M_021.1320'}"
534M_021.1321,chr8,27714122,27718044,-,"{'ID': '534M_021.1321', 'Name': '534M_021.1321'}"
534M_021.1322,chr8,27719896,27723566,-,"{'ID': '534M_021.1322', 'Name': '534M_021.1322'}"
534M_021.1323,chr8,27723892,27724146,+,"{'ID': '534M_021.1323', 'Name': '534M_021.1323'}"
534M_021.1324,chr8,27725794,27729471,-,"{'ID': '534M_021.1324', 'Name': '534M_021.1324'}"
534M_021.1325,chr8,27731178,27731843,+,"{'ID': '534M_021.1325', 'Name': '534M_021.1325'}"
534M_021.1326,chr8,27734234,27734674,-,"{'ID': '534M_021.1326', 'Name': '534M_021.1326'}"
534M_021.1327,chr8,27751303,27751827,-,"{'ID': '534M_021.1327', 'Name': '534M_021.1327'}"
534M_021.1328,chr8,27753026,27755720,-,"{'ID': '534M_021.1328', 'Name': '534M_021.1328'}"
534M_021.1329,chr8,27758156,27759156,-,"{'ID': '534M_021.1329', 'Name': '534M_021.1329'}"
534M_021.1330,chr8,27761683,27763651,-,"{'ID': '534M_021.1330', 'Name': '534M_021.1330'}"
534M_021.1331,chr8,27769034,27771867,-,"{'ID': '534M_021.1331', 'Name': '534M_021.1331'}"
534M_021.1332,chr8,27774778,27778335,+,"{'ID': '534M_021.1332', 'Name': '534M_021.1332'}"
534M_021.1333,chr8,27782140,27785406,-,"{'ID': '534M_021.1333', 'Name': '534M_021.1333'}"
534M_021.1334,chr8,27792359,27794140,+,"{'ID': '534M_021.1334', 'Name': '534M_021.1334'}"
534M_021.1335,chr8,27794680,27803712,-,"{'ID': '534M_021.1335', 'Name': '534M_021.1335'}"
534M_021.1336,chr8,27807638,27808753,+,"{'ID': '534M_021.1336', 'Name': '534M_021.1336'}"
534M_021.1337,chr8,27812680,27813789,-,"{'ID': '534M_021.1337', 'Name': '534M_021.1337'}"
534M_021.1338,chr8,27815853,27816290,+,"{'ID': '534M_021.1338', 'Name': '534M_021.1338'}"
534M_021.1339,chr8,27820269,27824734,-,"{'ID': '534M_021.1339', 'Name': '534M_021.1339'}"
534M_021.1340,chr8,27830005,27834993,+,"{'ID': '534M_021.1340', 'Name': '534M_021.1340'}"
534M_021.1341,chr8,27838546,27841218,+,"{'ID': '534M_021.1341', 'Name': '534M_021.1341'}"
534M_021.1342,chr8,27846362,27848533,-,"{'ID': '534M_021.1342', 'Name': '534M_021.1342'}"
534M_021.1343,chr8,27854330,27856063,+,"{'ID': '534M_021.1343', 'Name': '534M_021.1343'}"
534M_021.1344,chr8,27858139,27862206,+,"{'ID': '534M_021.1344', 'Name': '534M_021.1344'}"
534M_021.1345,chr8,27862809,27864267,-,"{'ID': '534M_021.1345', 'Name': '534M_021.1345'}"
534M_021.1346,chr8,27874959,27875225,+,"{'ID': '534M_021.1346', 'Name': '534M_021.1346'}"
534M_021.1347,chr8,27878498,27883972,+,"{'ID': '534M_021.1347', 'Name': '534M_021.1347'}"
534M_021.1348,chr8,27886817,27890790,+,"{'ID': '534M_021.1348', 'Name': '534M_021.1348'}"
534M_021.1349,chr8,27891245,27900748,-,"{'ID': '534M_021.1349', 'Name': '534M_021.1349'}"
534M_021.1350,chr8,27902841,27905920,+,"{'ID': '534M_021.1350', 'Name': '534M_021.1350'}"
534M_021.1351,chr8,27933309,27938032,+,"{'ID': '534M_021.1351', 'Name': '534M_021.1351'}"
534M_021.1352,chr8,27940094,27944116,+,"{'ID': '534M_021.1352', 'Name': '534M_021.1352'}"
534M_021.1353,chr8,27951783,27960861,+,"{'ID': '534M_021.1353', 'Name': '534M_021.1353'}"
534M_021.1354,chr8,27963995,27966375,-,"{'ID': '534M_021.1354', 'Name': '534M_021.1354'}"
534M_021.1355,chr8,27967833,27969624,-,"{'ID': '534M_021.1355', 'Name': '534M_021.1355'}"
534M_021.1356,chr8,27970292,27974891,+,"{'ID': '534M_021.1356', 'Name': '534M_021.1356'}"
534M_021.1357,chr8,27975721,27977442,+,"{'ID': '534M_021.1357', 'Name': '534M_021.1357'}"
534M_021.1358,chr8,27979654,27982139,-,"{'ID': '534M_021.1358', 'Name': '534M_021.1358'}"
534M_021.1359,chr8,27987281,27989698,-,"{'ID': '534M_021.1359', 'Name': '534M_021.1359'}"
534M_021.1360,chr8,27991925,27994321,-,"{'ID': '534M_021.1360', 'Name': '534M_021.1360'}"
534M_021.1361,chr8,28005099,28007429,+,"{'ID': '534M_021.1361', 'Name': '534M_021.1361'}"
534M_021.1362,chr8,28028130,28031865,+,"{'ID': '534M_021.1362', 'Name': '534M_021.1362'}"
534M_021.1363,chr8,28033754,28035988,+,"{'ID': '534M_021.1363', 'Name': '534M_021.1363'}"
534M_021.1364,chr8,28040270,28044751,+,"{'ID': '534M_021.1364', 'Name': '534M_021.1364'}"
534M_021.1365,chr8,28045469,28045900,-,"{'ID': '534M_021.1365', 'Name': '534M_021.1365'}"
534M_021.1366,chr8,28048306,28050579,+,"{'ID': '534M_021.1366', 'Name': '534M_021.1366'}"
534M_021.1367,chr8,28053973,28054219,+,"{'ID': '534M_021.1367', 'Name': '534M_021.1367'}"
534M_021.1368,chr8,28055255,28056052,-,"{'ID': '534M_021.1368', 'Name': '534M_021.1368'}"
534M_021.1369,chr8,28064262,28067154,-,"{'ID': '534M_021.1369', 'Name': '534M_021.1369'}"
534M_021.1370,chr8,28073652,28075898,-,"{'ID': '534M_021.1370', 'Name': '534M_021.1370'}"
534M_021.1371,chr8,28092575,28095571,-,"{'ID': '534M_021.1371', 'Name': '534M_021.1371'}"
534M_021.1372,chr8,28096985,28098441,-,"{'ID': '534M_021.1372', 'Name': '534M_021.1372'}"
534M_021.1373,chr8,28098824,28101660,+,"{'ID': '534M_021.1373', 'Name': '534M_021.1373'}"
534M_021.1374,chr8,28114748,28117293,+,"{'ID': '534M_021.1374', 'Name': '534M_021.1374'}"
534M_021.1375,chr8,28125517,28130303,+,"{'ID': '534M_021.1375', 'Name': '534M_021.1375'}"
534M_021.1376,chr8,28134545,28138223,+,"{'ID': '534M_021.1376', 'Name': '534M_021.1376'}"
534M_021.1377,chr8,28139238,28139819,+,"{'ID': '534M_021.1377', 'Name': '534M_021.1377'}"
534M_021.1378,chr8,28140621,28144382,-,"{'ID': '534M_021.1378', 'Name': '534M_021.1378'}"
534M_021.1379,chr8,28167187,28168590,+,"{'ID': '534M_021.1379', 'Name': '534M_021.1379'}"
534M_021.1380,chr8,28187957,28189581,-,"{'ID': '534M_021.1380', 'Name': '534M_021.1380'}"
534M_021.1381,chr8,28207261,28208021,-,"{'ID': '534M_021.1381', 'Name': '534M_021.1381'}"
534M_021.1382,chr8,28211098,28211574,+,"{'ID': '534M_021.1382', 'Name': '534M_021.1382'}"
534M_021.1383,chr8,28214655,28216785,+,"{'ID': '534M_021.1383', 'Name': '534M_021.1383'}"
534M_021.1384,chr8,28221681,28223870,+,"{'ID': '534M_021.1384', 'Name': '534M_021.1384'}"
534M_021.1385,chr8,28225628,28233600,-,"{'ID': '534M_021.1385', 'Name': '534M_021.1385'}"
534M_021.1386,chr8,28237342,28241164,-,"{'ID': '534M_021.1386', 'Name': '534M_021.1386'}"
534M_021.1387,chr8,28241863,28249018,+,"{'ID': '534M_021.1387', 'Name': '534M_021.1387'}"
534M_021.1388,chr8,28254222,28258092,+,"{'ID': '534M_021.1388', 'Name': '534M_021.1388'}"
534M_021.1389,chr8,28258960,28260501,+,"{'ID': '534M_021.1389', 'Name': '534M_021.1389'}"
534M_021.1390,chr8,28263179,28267290,+,"{'ID': '534M_021.1390', 'Name': '534M_021.1390'}"
534M_021.1391,chr8,28273460,28275096,+,"{'ID': '534M_021.1391', 'Name': '534M_021.1391'}"
534M_021.1392,chr8,28276395,28281967,-,"{'ID': '534M_021.1392', 'Name': '534M_021.1392'}"
534M_021.1393,chr8,28283848,28287739,-,"{'ID': '534M_021.1393', 'Name': '534M_021.1393'}"
534M_021.1394,chr8,28293293,28295889,-,"{'ID': '534M_021.1394', 'Name': '534M_021.1394'}"
534M_021.1395,chr8,28300010,28300525,+,"{'ID': '534M_021.1395', 'Name': '534M_021.1395'}"
534M_021.1396,chr8,28302836,28307150,+,"{'ID': '534M_021.1396', 'Name': '534M_021.1396'}"
534M_021.1397,chr8,28310809,28320338,-,"{'ID': '534M_021.1397', 'Name': '534M_021.1397'}"
534M_021.1398,chr8,28325030,28325979,-,"{'ID': '534M_021.1398', 'Name': '534M_021.1398'}"
534M_021.1399,chr8,28327210,28329057,+,"{'ID': '534M_021.1399', 'Name': '534M_021.1399'}"
534M_033.242,chr8,28334611,28335497,-,"{'ID': '534M_033.242', 'Name': '534M_033.242'}"
534M_033.241,chr8,28336791,28338665,+,"{'ID': '534M_033.241', 'Name': '534M_033.241'}"
534M_033.240,chr8,28340344,28349858,-,"{'ID': '534M_033.240', 'Name': '534M_033.240'}"
534M_033.239,chr8,28354550,28355436,-,"{'ID': '534M_033.239', 'Name': '534M_033.239'}"
534M_033.238,chr8,28356731,28358605,+,"{'ID': '534M_033.238', 'Name': '534M_033.238'}"
534M_033.237,chr8,28360284,28369133,-,"{'ID': '534M_033.237', 'Name': '534M_033.237'}"
534M_033.236,chr8,28372187,28373480,-,"{'ID': '534M_033.236', 'Name': '534M_033.236'}"
534M_033.235,chr8,28375004,28378517,+,"{'ID': '534M_033.235', 'Name': '534M_033.235'}"
534M_033.234,chr8,28382676,28390288,+,"{'ID': '534M_033.234', 'Name': '534M_033.234'}"
534M_033.233,chr8,28407518,28418951,+,"{'ID': '534M_033.233', 'Name': '534M_033.233'}"
534M_033.232,chr8,28419503,28423429,-,"{'ID': '534M_033.232', 'Name': '534M_033.232'}"
534M_033.231,chr8,28426559,28430106,+,"{'ID': '534M_033.231', 'Name': '534M_033.231'}"
534M_033.230,chr8,28441467,28448394,+,"{'ID': '534M_033.230', 'Name': '534M_033.230'}"
534M_033.229,chr8,28449225,28452642,-,"{'ID': '534M_033.229', 'Name': '534M_033.229'}"
534M_033.228,chr8,28455270,28458104,+,"{'ID': '534M_033.228', 'Name': '534M_033.228'}"
534M_033.227,chr8,28459221,28459703,+,"{'ID': '534M_033.227', 'Name': '534M_033.227'}"
534M_033.226,chr8,28459775,28460995,+,"{'ID': '534M_033.226', 'Name': '534M_033.226'}"
534M_033.225,chr8,28461373,28461867,-,"{'ID': '534M_033.225', 'Name': '534M_033.225'}"
534M_033.224,chr8,28462862,28463110,-,"{'ID': '534M_033.224', 'Name': '534M_033.224'}"
534M_033.223,chr8,28469725,28472546,+,"{'ID': '534M_033.223', 'Name': '534M_033.223'}"
534M_033.222,chr8,28474249,28476387,+,"{'ID': '534M_033.222', 'Name': '534M_033.222'}"
534M_033.221,chr8,28486828,28491306,-,"{'ID': '534M_033.221', 'Name': '534M_033.221'}"
534M_033.220,chr8,28497341,28497754,+,"{'ID': '534M_033.220', 'Name': '534M_033.220'}"
534M_033.219,chr8,28498876,28499406,+,"{'ID': '534M_033.219', 'Name': '534M_033.219'}"
534M_033.218,chr8,28502095,28502637,+,"{'ID': '534M_033.218', 'Name': '534M_033.218'}"
534M_033.217,chr8,28503933,28504639,-,"{'ID': '534M_033.217', 'Name': '534M_033.217'}"
534M_033.216,chr8,28506772,28510454,-,"{'ID': '534M_033.216', 'Name': '534M_033.216'}"
534M_033.215,chr8,28511136,28512627,+,"{'ID': '534M_033.215', 'Name': '534M_033.215'}"
534M_033.214,chr8,28513784,28514557,+,"{'ID': '534M_033.214', 'Name': '534M_033.214'}"
534M_033.213,chr8,28517881,28518549,+,"{'ID': '534M_033.213', 'Name': '534M_033.213'}"
534M_033.212,chr8,28519347,28522320,+,"{'ID': '534M_033.212', 'Name': '534M_033.212'}"
534M_033.211,chr8,28534396,28537215,+,"{'ID': '534M_033.211', 'Name': '534M_033.211'}"
534M_033.210,chr8,28540848,28545910,+,"{'ID': '534M_033.210', 'Name': '534M_033.210'}"
534M_033.209,chr8,28546431,28547745,-,"{'ID': '534M_033.209', 'Name': '534M_033.209'}"
534M_033.208,chr8,28552788,28554440,-,"{'ID': '534M_033.208', 'Name': '534M_033.208'}"
534M_033.207,chr8,28554857,28556419,-,"{'ID': '534M_033.207', 'Name': '534M_033.207'}"
534M_033.206,chr8,28562874,28566428,-,"{'ID': '534M_033.206', 'Name': '534M_033.206'}"
534M_033.205,chr8,28578720,28580110,+,"{'ID': '534M_033.205', 'Name': '534M_033.205'}"
534M_033.204,chr8,28584553,28585836,+,"{'ID': '534M_033.204', 'Name': '534M_033.204'}"
534M_033.203,chr8,28590459,28591133,+,"{'ID': '534M_033.203', 'Name': '534M_033.203'}"
534M_033.202,chr8,28601235,28611638,-,"{'ID': '534M_033.202', 'Name': '534M_033.202'}"
534M_033.201,chr8,28618539,28619330,-,"{'ID': '534M_033.201', 'Name': '534M_033.201'}"
534M_033.200,chr8,28624286,28624794,-,"{'ID': '534M_033.200', 'Name': '534M_033.200'}"
534M_033.199,chr8,28631379,28634822,+,"{'ID': '534M_033.199', 'Name': '534M_033.199'}"
534M_033.198,chr8,28657573,28666782,+,"{'ID': '534M_033.198', 'Name': '534M_033.198'}"
534M_033.197,chr8,28667569,28679785,-,"{'ID': '534M_033.197', 'Name': '534M_033.197'}"
534M_033.196,chr8,28682098,28682454,+,"{'ID': '534M_033.196', 'Name': '534M_033.196'}"
534M_033.195,chr8,28685099,28685572,-,"{'ID': '534M_033.195', 'Name': '534M_033.195'}"
534M_033.194,chr8,28685989,28687110,-,"{'ID': '534M_033.194', 'Name': '534M_033.194'}"
534M_033.193,chr8,28691859,28695878,+,"{'ID': '534M_033.193', 'Name': '534M_033.193'}"
534M_033.192,chr8,28696548,28698530,-,"{'ID': '534M_033.192', 'Name': '534M_033.192'}"
534M_033.191,chr8,28701208,28701387,+,"{'ID': '534M_033.191', 'Name': '534M_033.191'}"
534M_033.190,chr8,28705548,28707557,+,"{'ID': '534M_033.190', 'Name': '534M_033.190'}"
534M_033.189,chr8,28717914,28718624,-,"{'ID': '534M_033.189', 'Name': '534M_033.189'}"
534M_033.188,chr8,28721742,28722500,-,"{'ID': '534M_033.188', 'Name': '534M_033.188'}"
534M_033.187,chr8,28725166,28725798,-,"{'ID': '534M_033.187', 'Name': '534M_033.187'}"
534M_033.186,chr8,28726616,28728381,+,"{'ID': '534M_033.186', 'Name': '534M_033.186'}"
534M_033.185,chr8,28730118,28731710,-,"{'ID': '534M_033.185', 'Name': '534M_033.185'}"
534M_033.184,chr8,28742050,28743660,-,"{'ID': '534M_033.184', 'Name': '534M_033.184'}"
534M_033.183,chr8,28754499,28755523,-,"{'ID': '534M_033.183', 'Name': '534M_033.183'}"
534M_033.182,chr8,28761320,28761688,+,"{'ID': '534M_033.182', 'Name': '534M_033.182'}"
534M_033.181,chr8,28762490,28767792,-,"{'ID': '534M_033.181', 'Name': '534M_033.181'}"
534M_033.180,chr8,28769089,28769292,-,"{'ID': '534M_033.180', 'Name': '534M_033.180'}"
534M_033.179,chr8,28772163,28774700,-,"{'ID': '534M_033.179', 'Name': '534M_033.179'}"
534M_033.178,chr8,28778964,28780237,-,"{'ID': '534M_033.178', 'Name': '534M_033.178'}"
534M_033.177,chr8,28789393,28791837,-,"{'ID': '534M_033.177', 'Name': '534M_033.177'}"
534M_033.176,chr8,28793973,28796562,+,"{'ID': '534M_033.176', 'Name': '534M_033.176'}"
534M_033.175,chr8,28799744,28801956,+,"{'ID': '534M_033.175', 'Name': '534M_033.175'}"
534M_033.174,chr8,28805036,28809412,+,"{'ID': '534M_033.174', 'Name': '534M_033.174'}"
534M_033.173,chr8,28816947,28818705,-,"{'ID': '534M_033.173', 'Name': '534M_033.173'}"
534M_033.172,chr8,28819239,28819475,-,"{'ID': '534M_033.172', 'Name': '534M_033.172'}"
534M_033.171,chr8,28831362,28838363,-,"{'ID': '534M_033.171', 'Name': '534M_033.171'}"
534M_033.170,chr8,28862157,28863153,-,"{'ID': '534M_033.170', 'Name': '534M_033.170'}"
534M_033.169,chr8,28878233,28879228,-,"{'ID': '534M_033.169', 'Name': '534M_033.169'}"
534M_033.168,chr8,28883710,28885346,-,"{'ID': '534M_033.168', 'Name': '534M_033.168'}"
534M_033.167,chr8,28890895,28893507,-,"{'ID': '534M_033.167', 'Name': '534M_033.167'}"
534M_033.166,chr8,28896774,28898868,+,"{'ID': '534M_033.166', 'Name': '534M_033.166'}"
534M_033.165,chr8,28900658,28904035,+,"{'ID': '534M_033.165', 'Name': '534M_033.165'}"
534M_033.164,chr8,28905665,28907877,+,"{'ID': '534M_033.164', 'Name': '534M_033.164'}"
534M_033.163,chr8,28911058,28911498,+,"{'ID': '534M_033.163', 'Name': '534M_033.163'}"
534M_033.162,chr8,28914679,28916619,+,"{'ID': '534M_033.162', 'Name': '534M_033.162'}"
534M_033.161,chr8,28923239,28924704,+,"{'ID': '534M_033.161', 'Name': '534M_033.161'}"
534M_033.160,chr8,28927359,28928387,+,"{'ID': '534M_033.160', 'Name': '534M_033.160'}"
534M_033.159,chr8,28930366,28933652,+,"{'ID': '534M_033.159', 'Name': '534M_033.159'}"
534M_033.158,chr8,28945089,28945907,-,"{'ID': '534M_033.158', 'Name': '534M_033.158'}"
534M_033.157,chr8,28952323,28955946,-,"{'ID': '534M_033.157', 'Name': '534M_033.157'}"
534M_033.156,chr8,28957435,28961648,+,"{'ID': '534M_033.156', 'Name': '534M_033.156'}"
534M_033.155,chr8,28962851,28965258,-,"{'ID': '534M_033.155', 'Name': '534M_033.155'}"
534M_033.154,chr8,28966536,28966808,+,"{'ID': '534M_033.154', 'Name': '534M_033.154'}"
534M_033.153,chr8,28972877,28973413,+,"{'ID': '534M_033.153', 'Name': '534M_033.153'}"
534M_033.152,chr8,28975515,28975799,+,"{'ID': '534M_033.152', 'Name': '534M_033.152'}"
534M_033.151,chr8,28979469,28979654,+,"{'ID': '534M_033.151', 'Name': '534M_033.151'}"
534M_033.150,chr8,28989948,28990325,+,"{'ID': '534M_033.150', 'Name': '534M_033.150'}"
534M_033.149,chr8,28992878,28993291,+,"{'ID': '534M_033.149', 'Name': '534M_033.149'}"
534M_033.148,chr8,28995491,28998734,-,"{'ID': '534M_033.148', 'Name': '534M_033.148'}"
